Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
West,Sandy,Barley,798.2363327111182,18.3477164524495,False,True,Cloudy,72,5.797418455834289
East,Loam,Wheat,534.7048297237216,22.886193936387933,False,True,Cloudy,62,4.199032644234755
South,Peaty,Rice,527.2403684716983,23.661817812664815,False,True,Rainy,61,4.839930394998656
East,Loam,Cotton,127.41066835249175,19.658503545515888,True,False,Rainy,143,3.3348984924505265
East,Loam,Barley,570.4991273658009,38.183944180800445,False,True,Sunny,89,5.2123716227314
West,Peaty,Soybean,426.09062015684685,32.160532866646584,False,False,Rainy,131,2.9370330334013737
North,Clay,Barley,718.1009361784087,17.171670901993885,True,False,Rainy,71,5.908157250713667
North,Clay,Barley,970.4498593337483,18.209611638710676,False,True,Sunny,134,6.344916873190925
South,Chalky,Rice,214.68606656081948,29.028558318644173,False,True,Cloudy,79,2.5569281194930884
North,Peaty,Soybean,149.87417214633587,18.55638983714367,False,False,Cloudy,135,1.579186484854612
East,Clay,Cotton,502.4839918946415,18.167941491584013,False,False,Sunny,66,2.752644916678638
South,Clay,Cotton,573.5669396845299,38.31861276463487,False,True,Rainy,146,4.605920373355424
East,Clay,Cotton,410.131768595829,17.720572997289253,True,True,Cloudy,125,4.891413764522104
West,Peaty,Rice,595.0702941474945,31.22539141293216,True,True,Rainy,119,7.316525505913495
East,Chalky,Barley,769.2196953322929,19.748664959063028,True,True,Sunny,70,7.129354694781639
South,Peaty,Barley,180.384454977739,35.271410016725326,True,False,Sunny,121,3.472667217669494
South,Clay,Wheat,103.00712579924354,28.541282897190072,True,False,Rainy,61,2.5894419326431053
North,Sandy,Cotton,913.5467796039148,38.53618644694442,True,False,Rainy,99,5.907979885519143
West,Loam,Cotton,743.6227724576662,26.36007002290776,False,True,Rainy,64,5.283732445278084
West,Peaty,Wheat,986.9651817310784,19.9050585714616,True,False,Rainy,104,7.018787602913714
West,Loam,Maize,679.0353012497411,20.57306894873393,True,False,Rainy,134,6.182569025832205
North,Peaty,Maize,965.8371461699528,22.66610911821797,True,True,Cloudy,115,8.183156434379455
East,Silt,Rice,933.4221355650972,29.729996643146304,True,False,Sunny,78,6.666010804962538
South,Silt,Rice,725.1701467955451,34.381332493883704,False,True,Rainy,92,5.542994298539711
East,Silt,Wheat,631.57002990584,38.66748803262253,False,True,Sunny,107,5.664500991972136
South,Silt,Cotton,777.0156995100585,39.94298999266398,True,False,Sunny,146,5.992666392790877
West,Silt,Soybean,919.5270502453031,35.78088899705838,True,True,Sunny,113,8.447947523052463
South,Clay,Rice,541.7339567513587,27.39057490700442,False,False,Rainy,123,2.8192506767233163
South,Loam,Barley,452.83217925104015,19.18110888259105,True,False,Sunny,62,3.693152210340969
South,Clay,Maize,767.8079359450439,27.13305382885784,True,True,Rainy,80,6.809415410056353
East,Sandy,Soybean,396.3349625718043,25.280832552790603,False,False,Sunny,143,2.7670665446278133
South,Peaty,Soybean,222.81544562520588,17.804855273304323,True,True,Sunny,124,4.889787520982101
West,Clay,Soybean,769.3019738613275,39.72855352971778,False,True,Sunny,127,5.678129434102132
East,Peaty,Maize,162.24943439539558,36.50936765955831,True,True,Cloudy,108,4.804783966118983
West,Clay,Maize,401.8143943445653,21.83848950616721,False,False,Cloudy,140,2.0432930153614453
South,Clay,Barley,581.245857909674,26.0204528884778,False,False,Cloudy,71,2.786891426587736
East,Loam,Barley,215.88423221861973,18.36250510033814,True,True,Rainy,145,4.973112075208858
West,Clay,Rice,328.4683753083829,24.00129054252272,False,True,Sunny,137,3.399069733267248
North,Clay,Barley,482.9797362135366,33.407076143113564,True,False,Sunny,68,4.67941389808604
North,Loam,Wheat,656.3041479364149,34.7265126143782,True,False,Cloudy,110,5.068813202747704
East,Clay,Maize,672.1312291078201,39.25081302004172,True,False,Rainy,144,6.162849021414702
North,Silt,Rice,996.807195085269,38.35163656325594,False,True,Rainy,117,6.96600008468378
South,Silt,Cotton,723.051524140485,34.747647836856835,False,False,Sunny,100,4.275607139622967
West,Clay,Soybean,314.6814151027868,20.26762231980238,True,True,Cloudy,135,4.826868115295037
North,Chalky,Wheat,362.4680756044046,37.07135292199072,False,True,Sunny,63,3.497990086330274
North,Sandy,Rice,641.0877249718932,27.07229866262207,True,False,Cloudy,80,5.982445355251311
West,Sandy,Wheat,260.0384074502361,24.75853431089414,True,True,Sunny,132,4.205515949395533
West,Chalky,Soybean,696.9865750414828,22.59622201295923,False,False,Rainy,82,4.007226876541271
East,Peaty,Cotton,944.077776630651,21.481219473291063,False,False,Sunny,83,5.361017732339356
South,Silt,Wheat,918.4115893693964,24.46812697251464,True,True,Rainy,93,8.097550917249787
North,Chalky,Wheat,324.7312971251714,39.84242724791599,False,False,Cloudy,113,2.9248235375205205
North,Chalky,Barley,597.1274504091322,16.723365032550085,False,True,Cloudy,79,4.173303829663984
East,Chalky,Rice,948.0462524074912,21.671592793353405,False,False,Cloudy,98,4.945779826454873
South,Silt,Soybean,945.026533717288,21.77224685466116,True,True,Sunny,139,8.673283216838666
West,Loam,Cotton,770.7160739579105,26.42856971253464,False,True,Sunny,145,5.720395643971415
East,Sandy,Wheat,227.53442246050736,15.832536804797265,False,True,Rainy,131,2.1998577889413986
North,Clay,Barley,149.1486147637779,31.2629869726494,True,False,Rainy,143,3.920709407682154
West,Loam,Cotton,319.8057450344404,37.22855564925369,False,True,Sunny,118,2.891714441686793
North,Clay,Rice,309.1353697229298,20.34755043024623,True,True,Rainy,138,4.844941223766771
East,Chalky,Wheat,451.61087512928646,29.110352602244284,True,True,Sunny,114,4.795038392399509
East,Chalky,Soybean,423.7963116369677,37.75474800300259,False,True,Rainy,147,4.194938276962236
East,Silt,Maize,807.2692152393399,26.253177779896465,True,False,Rainy,119,5.951105375035433
North,Sandy,Cotton,422.7506105710745,23.595580513105617,False,True,Sunny,113,3.9367591316671433
South,Clay,Barley,526.2618696546438,17.869841144681516,True,True,Sunny,83,6.35220846801794
East,Peaty,Cotton,644.8714680745949,35.23226284278525,True,False,Cloudy,133,5.553139854435121
East,Clay,Barley,958.7943408741808,18.0775346025799,True,True,Sunny,78,8.665070134267756
North,Chalky,Soybean,710.0533319087831,35.92768637813708,False,True,Rainy,128,6.277237705948845
West,Chalky,Wheat,941.5958492509228,22.211292303459324,False,True,Cloudy,109,7.033209637588652
South,Clay,Soybean,506.13901665474754,38.837709975200085,True,True,Sunny,142,5.9379740203151465
South,Loam,Barley,169.87611000301035,31.578387441765397,False,True,Cloudy,93,2.300445042672349
West,Sandy,Maize,560.6107650853794,23.527617777609574,True,True,Rainy,72,5.666330025496451
North,Peaty,Maize,574.7832064114677,25.858667237897823,False,True,Rainy,144,4.671223701700687
East,Clay,Wheat,842.8354605511119,37.61441363965012,True,True,Cloudy,67,7.025611234020876
South,Sandy,Soybean,126.4491289039952,23.35802468422,False,False,Sunny,136,0.8516999515896287
East,Peaty,Soybean,625.6365990749676,24.16360350698796,False,False,Cloudy,83,4.129936845289479
East,Sandy,Rice,116.58676912609148,35.801643375367355,True,True,Sunny,119,3.845891781836172
South,Loam,Soybean,832.2066585178671,29.636388193919714,False,False,Sunny,71,4.237320924699258
North,Loam,Wheat,345.5713616139413,21.695600317258997,True,True,Cloudy,81,4.510627169004472
North,Silt,Soybean,487.6517693945268,32.25046927859144,True,False,Cloudy,68,4.145399491317503
South,Silt,Wheat,645.459375667052,39.84800034402724,True,True,Cloudy,80,6.907402638020565
East,Clay,Barley,385.68292407875447,36.03830899623438,False,False,Sunny,80,2.504556196297444
East,Silt,Maize,761.7463291432946,16.931816850069833,False,False,Cloudy,77,4.391504422440772
West,Chalky,Cotton,530.6223543611997,37.26757411374851,False,True,Cloudy,114,3.748317803120188
West,Clay,Soybean,130.98463446153625,24.81585301422932,True,False,Sunny,149,2.61387690425586
East,Loam,Rice,511.5501769073387,27.92758037562771,True,False,Sunny,92,4.702473147233769
East,Clay,Maize,713.1740762476459,19.506813929996508,False,True,Rainy,135,4.310659551437919
South,Clay,Maize,955.2676430497957,32.40717924034409,True,True,Rainy,131,7.895533921580165
West,Loam,Wheat,933.9884544276676,39.888817160624434,False,True,Cloudy,85,7.578075579945883
North,Loam,Soybean,482.32154192290113,25.37013267443224,False,False,Rainy,134,1.724178227038693
West,Sandy,Soybean,116.4409423277886,16.756790289848865,False,False,Rainy,121,0.5917056281819033
South,Peaty,Cotton,954.562380245671,24.55282020235524,True,False,Sunny,120,7.297482359166314
West,Loam,Barley,526.684529576989,35.13025591899785,False,True,Sunny,69,4.536411343279952
West,Sandy,Wheat,117.53363386363732,15.559681869904177,False,False,Cloudy,94,0.7870460293556837
North,Chalky,Cotton,740.2887546593835,25.0189167773728,False,True,Cloudy,69,5.517724428719204
East,Loam,Wheat,462.525061199045,31.68391462663992,False,True,Sunny,65,3.93415587527953
North,Chalky,Soybean,177.91813670765467,24.51491404254608,True,True,Cloudy,79,4.214714431668642
North,Sandy,Barley,238.1777300850066,30.5150140254803,False,True,Rainy,87,2.293031757966057
South,Silt,Cotton,242.9569934985288,15.54881205506554,True,True,Sunny,137,3.703174353732204
West,Silt,Wheat,152.1662005659162,18.18477197039271,False,True,Rainy,126,2.332131562366631
North,Clay,Wheat,811.5426880758408,28.10198155851309,True,False,Cloudy,82,5.614283424382621
West,Silt,Rice,439.2716331262771,28.444413449949568,True,False,Cloudy,129,4.241059402431975
East,Silt,Rice,279.7316971712768,15.309455621269974,False,True,Cloudy,133,2.351590288326737
West,Loam,Maize,548.3571281250536,19.829963103396047,False,False,Rainy,141,3.419379234968254
North,Chalky,Barley,220.38940591087683,15.073523213398788,True,True,Sunny,102,4.251464367356543
East,Chalky,Soybean,955.4137536528768,39.82134882016057,False,False,Rainy,126,5.089584781820922
West,Sandy,Maize,186.9302476546739,17.581726439479816,True,False,Cloudy,111,1.9830020210852068
South,Silt,Cotton,724.1590350977641,31.54847296133234,False,False,Sunny,129,3.7103164197797183
West,Clay,Wheat,247.8547076303332,30.997291998965704,True,False,Cloudy,134,3.5165412641804688
West,Chalky,Soybean,813.653581666474,35.486845033476015,False,False,Cloudy,111,4.732501475732286
North,Loam,Soybean,972.952109985663,35.11844663391915,True,True,Sunny,96,8.66019011033066
South,Clay,Wheat,956.752377189776,24.68676044220409,True,False,Cloudy,105,6.174340192726999
East,Clay,Cotton,903.9090949926158,24.16594706647673,False,True,Cloudy,61,6.056699074869015
West,Loam,Maize,870.4491171806217,36.26888862882724,False,False,Sunny,70,4.785792814606353
East,Loam,Soybean,669.8652687546972,37.57453659841656,True,True,Sunny,141,7.194971690473647
East,Loam,Cotton,841.4108197757414,35.34511918804501,True,False,Cloudy,102,6.227479819263741
East,Silt,Maize,985.1579239313384,22.381281735532458,True,True,Rainy,64,9.136934793530331
East,Chalky,Maize,333.14506090889523,21.83068066590489,True,False,Rainy,139,3.6196651708467567
North,Clay,Wheat,393.5653403560152,18.25372464484408,True,True,Sunny,66,5.264986852105483
East,Sandy,Rice,389.1359471372447,23.1799302041804,True,True,Rainy,80,5.477082296229119
North,Loam,Wheat,405.7389043297623,17.46057976749297,True,False,Rainy,145,4.263799479415195
South,Loam,Barley,265.36486259198625,37.96080297113387,False,False,Sunny,141,2.3758949844936708
West,Sandy,Wheat,901.2262517332574,22.531875169942825,False,True,Cloudy,121,6.23378633490544
West,Loam,Barley,306.3185724527914,36.9729913947706,True,True,Rainy,62,5.096671299960183
North,Chalky,Cotton,878.9511559753792,17.893721376962453,False,True,Cloudy,90,5.57051014961859
West,Silt,Maize,316.7641373040029,33.32964461437244,False,True,Sunny,127,3.1698971423499804
South,Clay,Maize,308.494474937094,18.369791969540827,False,False,Cloudy,128,2.7176529283122206
South,Clay,Wheat,460.5182756883684,35.60956496482882,False,True,Cloudy,132,4.4655971757699255
East,Silt,Maize,804.7016765548901,29.082398379491085,True,True,Sunny,140,6.897082525767807
North,Sandy,Barley,908.0905521932242,19.314666702425217,False,False,Rainy,129,4.015013323121942
South,Peaty,Wheat,264.84908469419724,31.774312093272112,True,False,Cloudy,82,4.149474626674923
South,Clay,Wheat,836.7472378655438,23.37884477091893,True,True,Rainy,92,6.944201736140576
South,Chalky,Soybean,730.177162228001,34.89285221099189,True,False,Sunny,108,4.783857952534227
North,Chalky,Barley,240.52475283325208,38.50904340152235,True,True,Sunny,77,4.343474189531031
East,Silt,Maize,964.5101918893172,24.95723302714556,False,True,Rainy,116,6.867997384671039
South,Chalky,Soybean,818.7047947824843,39.597554553491534,True,True,Sunny,92,7.771856592397076
South,Loam,Barley,133.52420471197215,20.269406550130128,False,False,Sunny,133,2.2260786968652004
North,Clay,Wheat,886.2191786883433,31.91281078690415,False,True,Sunny,101,6.137779899715174
East,Peaty,Barley,620.9991633467092,15.739275487683486,True,False,Cloudy,119,4.965697385597265
West,Sandy,Maize,177.66638012632993,18.563593333440117,False,True,Rainy,66,3.2364636795980304
East,Loam,Cotton,784.6713571723558,23.84629140921536,False,True,Rainy,96,4.670128880555692
East,Loam,Soybean,438.4305989649884,27.05285035373342,True,False,Cloudy,132,4.253680591494816
North,Sandy,Wheat,152.33462372526176,16.08233963161524,True,False,Sunny,81,3.2896635879686675
North,Sandy,Rice,805.5536474533093,26.62174484606704,False,True,Cloudy,149,5.907011068443388
North,Chalky,Maize,182.5149898994619,18.726816402137075,False,True,Cloudy,107,3.272954368778941
North,Sandy,Cotton,713.0581064648038,38.5182322205915,False,True,Rainy,109,4.855974407261923
West,Chalky,Barley,959.7329355006096,34.391582500131065,False,True,Sunny,128,6.400551888986481
South,Silt,Cotton,531.303714410262,25.96087337583572,False,False,Cloudy,78,3.551188686604286
West,Sandy,Wheat,704.4318608603138,26.51861814256492,False,False,Rainy,133,4.473502818620944
West,Peaty,Barley,291.31771878817955,34.69951518855239,True,False,Cloudy,73,4.046097250814197
North,Silt,Rice,336.957772863957,16.838413330575197,True,True,Cloudy,96,4.065314490449561
West,Sandy,Soybean,925.1886762303684,15.183518861461366,False,False,Rainy,80,4.860862807998171
East,Peaty,Barley,373.821526807769,37.699744601571744,False,True,Rainy,100,3.813903200934382
West,Peaty,Maize,580.1210518885314,22.350286772081297,False,True,Rainy,118,5.078837198048501
East,Loam,Rice,184.88854550863024,26.58564362449209,True,True,Cloudy,93,4.813055756374105
West,Peaty,Soybean,415.6935747799196,29.01369448847401,False,True,Rainy,137,4.038752182723565
South,Clay,Cotton,529.358677086382,17.706389314159985,True,True,Rainy,127,5.159094302531269
South,Silt,Soybean,405.7892746295223,20.79050170370996,True,False,Cloudy,62,3.800128807311341
East,Loam,Rice,273.8480696555837,38.80158931101237,True,False,Cloudy,125,2.9960691008988025
South,Silt,Barley,899.0147967022535,23.7081742292614,False,False,Sunny,63,5.183287617527119
East,Chalky,Wheat,467.94956999131966,22.772127418420144,True,True,Cloudy,141,4.003440560205433
West,Peaty,Barley,380.0252100438941,23.41391775743016,True,False,Cloudy,136,3.9367494388921096
South,Peaty,Barley,346.7131494219064,17.712760740940972,True,False,Sunny,144,2.2617246036139536
South,Loam,Maize,206.6896030973484,33.93923525433195,True,False,Sunny,135,3.39028579804638
South,Silt,Wheat,712.1958355846807,19.103749355881096,True,True,Rainy,135,6.474973660621857
East,Silt,Wheat,168.31594432633833,33.532708907720405,True,True,Cloudy,102,4.467845299537643
North,Sandy,Rice,549.2312916135749,30.629438385805564,False,True,Cloudy,70,4.611823183464094
West,Clay,Maize,224.84687088046215,26.11018578195409,False,True,Rainy,130,3.007810555189896
West,Sandy,Soybean,547.309164603991,27.26004842331838,False,False,Rainy,104,3.161034236791749
West,Loam,Rice,530.6122538511562,22.372715816097376,False,False,Cloudy,64,1.9761173132411516
West,Peaty,Cotton,624.614601155929,32.183967274933835,True,False,Cloudy,138,4.664987001160885
South,Sandy,Cotton,136.6729010576653,17.81286653703654,False,True,Sunny,105,2.3430191766963047
North,Chalky,Cotton,240.9761930501146,30.99118980681778,True,False,Sunny,98,2.9646947831959776
East,Silt,Cotton,272.5242266206877,27.718634230491453,True,True,Rainy,105,5.10598638929322
South,Chalky,Wheat,709.5717802194954,39.47337789046625,False,False,Cloudy,98,4.797812828411987
South,Clay,Rice,873.6193665702285,25.05879736704492,False,True,Sunny,73,5.881095806591018
East,Chalky,Rice,712.745100750941,31.735830315617644,True,False,Cloudy,69,5.324906890528133
West,Sandy,Cotton,801.9218227691641,38.19683499333209,False,True,Cloudy,115,5.564338686706398
North,Clay,Wheat,532.1483438426411,25.01045502928504,True,False,Rainy,105,4.817596910610142
North,Silt,Maize,895.4233213558254,35.6851605655267,False,True,Cloudy,142,6.127838785438397
North,Sandy,Soybean,861.2673768710257,38.673207959580026,True,False,Cloudy,118,6.620875412703741
East,Peaty,Soybean,335.50484794879725,30.72940513984694,False,False,Cloudy,127,2.595092424901237
North,Chalky,Maize,443.7933250660863,30.54771111503132,False,False,Sunny,105,2.578555620452044
South,Chalky,Wheat,863.0811045961442,31.22108173391853,True,False,Cloudy,132,5.69304703213586
South,Silt,Wheat,534.1810599104381,30.84240405771325,False,True,Cloudy,106,4.637822481460617
North,Clay,Soybean,241.48147927341984,20.5726130829621,True,False,Cloudy,81,2.6008080303382006
East,Peaty,Rice,686.9771672043389,33.63836305276493,False,False,Cloudy,84,3.691636809525937
East,Silt,Maize,408.9918663555861,31.39968920997106,False,False,Rainy,127,2.325262580901144
West,Silt,Rice,445.8454087563728,37.33381153242911,True,True,Sunny,136,5.634062703968659
West,Peaty,Rice,939.9131032020596,35.94228212466892,True,True,Sunny,65,7.871498225082973
South,Loam,Wheat,656.3000126541375,35.39171107310725,True,False,Cloudy,73,5.586533343830433
East,Sandy,Maize,107.8202132607836,39.24189873456753,True,False,Rainy,113,3.1407524990463496
West,Peaty,Soybean,133.61258635018538,15.942021164664784,False,False,Rainy,71,1.3695136080902357
West,Sandy,Cotton,136.78988803360377,28.3375605436798,True,False,Sunny,73,2.370546151238994
North,Chalky,Rice,751.042225111539,36.51720190458623,False,False,Rainy,79,5.165816693838547
North,Clay,Maize,892.8860541351547,15.300652635492613,False,False,Rainy,62,4.451882956932947
North,Loam,Cotton,745.8257886209628,17.762352460802457,True,True,Sunny,102,8.011726674919476
West,Sandy,Barley,811.2968562328886,16.886621602630527,True,False,Rainy,111,5.650529481825789
West,Silt,Cotton,659.3346424634434,17.20155602832852,True,False,Rainy,118,5.935238888404469
East,Loam,Soybean,389.0801247885034,17.951719237103468,True,False,Sunny,149,3.6830198673993
North,Clay,Barley,163.1108061031846,31.981815093053772,True,False,Cloudy,148,2.855923270042541
East,Chalky,Cotton,206.9518080809456,33.51270325928052,False,False,Cloudy,63,1.0876880442198955
East,Loam,Soybean,652.7101819324039,34.97414560430806,False,True,Rainy,66,4.911230862189989
West,Chalky,Cotton,530.0197061325938,39.57940830851568,True,False,Rainy,87,5.132856483151523
East,Loam,Maize,995.3541015584174,15.947610363666069,False,False,Cloudy,101,5.5810457545297325
East,Sandy,Wheat,389.4433772007412,18.70410534613714,False,False,Cloudy,70,1.5855953366208606
North,Peaty,Rice,348.01774889361883,31.388745155310712,True,True,Sunny,96,5.714553914297583
North,Loam,Soybean,131.66479774289036,35.26124521147479,True,True,Sunny,142,3.4940100450218905
North,Clay,Cotton,886.5147471645156,35.28409750226622,True,True,Cloudy,132,7.813275441804842
South,Peaty,Maize,781.8729718304719,39.83144108018056,True,False,Cloudy,70,6.375786441061928
North,Peaty,Barley,595.9228423541279,23.486018198791257,False,False,Rainy,144,3.902678522572608
East,Chalky,Soybean,553.591693044363,21.82514277836588,True,True,Rainy,100,5.908128611528972
North,Silt,Cotton,671.1150744176161,21.38745869718746,False,True,Cloudy,84,4.459827058399199
East,Peaty,Soybean,702.4994090097706,21.8747998535842,False,True,Sunny,114,5.2456098214676565
South,Peaty,Cotton,601.7342221790302,25.78672659282582,False,True,Cloudy,94,5.1127290626678645
North,Peaty,Maize,330.0637212520021,21.27147398066527,False,False,Rainy,104,0.7408214213164586
North,Peaty,Barley,191.72292271640777,34.696721596291056,True,False,Sunny,97,2.641385108202185
East,Clay,Maize,757.7117145276761,31.151126921344748,False,False,Cloudy,110,4.436721340929224
West,Sandy,Soybean,669.3457528746268,33.00683961846588,False,False,Rainy,84,2.873078015945889
North,Loam,Barley,876.698336980245,19.34116779930305,False,True,Rainy,67,6.179356206682999
South,Clay,Wheat,702.1207255987829,16.438165151776225,False,True,Cloudy,85,4.504520495594248
North,Chalky,Cotton,830.6830027042557,20.41625012499281,True,False,Cloudy,98,6.04608762464012
South,Chalky,Barley,622.3968230700539,21.16502206462845,True,True,Cloudy,104,5.966376358558754
East,Peaty,Barley,300.16442807150554,29.883715560528465,False,True,Cloudy,125,3.961736596661721
East,Loam,Rice,312.9394611335496,32.702664373685025,False,False,Sunny,136,2.6653964988101397
South,Silt,Rice,215.08920465080527,23.0614619954507,True,False,Cloudy,134,3.40416564190346
South,Silt,Soybean,341.23449435440824,20.6146769074132,False,False,Sunny,104,1.920229947173694
South,Loam,Maize,813.3576942044266,26.054005349406246,True,False,Cloudy,128,5.943309424864003
South,Silt,Maize,846.8147561426424,39.57990295012388,True,True,Cloudy,83,8.112998988641841
West,Loam,Soybean,138.9725626131057,26.912561191206315,False,True,Rainy,122,2.9251053272553653
North,Peaty,Rice,942.3486308882204,21.41340007378902,True,False,Cloudy,65,6.676150231905477
East,Peaty,Wheat,171.90192710250346,32.32378753021318,False,True,Sunny,108,2.639556083777645
South,Clay,Cotton,965.272351986921,28.567163980795836,True,False,Sunny,90,6.885632991814217
South,Silt,Rice,674.0522691425367,28.45403883686681,False,False,Rainy,108,3.802617143444561
South,Silt,Wheat,621.1855889688951,29.553121542407872,False,False,Rainy,102,4.012522319961455
North,Chalky,Maize,311.1349428733107,33.973836118767395,True,True,Rainy,100,5.243226213296071
South,Loam,Rice,988.4600952832042,32.34723550226445,True,False,Cloudy,75,6.670967410675916
North,Peaty,Cotton,349.1843353799982,32.913650598001325,True,True,Cloudy,68,4.761658955303653
East,Clay,Wheat,695.0623782829484,17.373727981338792,True,False,Rainy,84,5.507222762921278
West,Loam,Soybean,753.8363346476109,38.75669589582802,True,False,Sunny,147,7.038369420438543
South,Loam,Wheat,587.3124906896733,27.90516475729926,True,True,Sunny,80,6.027275039172988
West,Peaty,Rice,981.2048785766292,39.84342009495063,False,False,Sunny,120,5.949996332314728
North,Silt,Wheat,170.65905617607245,17.570073031580115,False,True,Cloudy,68,2.152863258702169
West,Clay,Cotton,400.1267703097788,23.499257711378142,False,True,Rainy,118,3.7298378628455686
North,Clay,Cotton,551.9010846188171,24.86400925733006,False,False,Rainy,91,3.604295911957618
East,Loam,Rice,977.4141967920648,28.94329302543822,True,False,Sunny,87,6.879951417911244
West,Peaty,Rice,752.2120222139282,38.7034749396424,True,False,Rainy,117,5.951407064298795
South,Chalky,Cotton,428.16274507566175,20.0591611245978,True,False,Rainy,101,4.287312488541962
South,Peaty,Rice,675.2270608827071,39.95768995691194,True,False,Rainy,121,5.366625810733433
West,Silt,Rice,259.8605019844072,30.93258652043582,True,False,Rainy,107,3.208745263597468
East,Silt,Barley,596.2632625080239,38.88938154615573,False,True,Sunny,68,5.1567729670293705
West,Silt,Barley,196.91162521957224,25.099562660312262,True,True,Sunny,89,4.599577759587529
West,Peaty,Soybean,601.8109591319416,34.18665077228118,True,True,Rainy,115,6.353111245359145
South,Chalky,Maize,903.806070642243,25.808914573423863,True,False,Rainy,127,7.006113151032062
South,Clay,Barley,127.63142426752876,35.566551103002205,True,False,Rainy,104,2.7506387497093177
East,Clay,Cotton,372.29102509922257,34.75263364035997,False,True,Sunny,81,3.10593591922962
North,Silt,Wheat,729.3282923788242,25.70459212646925,True,False,Sunny,72,5.6157516507299965
North,Peaty,Barley,212.49807534451145,28.698247983189905,True,True,Cloudy,134,3.8398024140665994
South,Silt,Barley,933.0086988907768,22.883393832737497,True,True,Cloudy,131,7.598251707531118
East,Clay,Soybean,319.6546506924283,18.754636831820303,False,False,Cloudy,137,1.921010218652892
South,Sandy,Cotton,972.018784031005,26.49008406239714,True,True,Cloudy,136,8.497264160532255
North,Silt,Cotton,240.76765656091257,15.861786558425026,False,True,Cloudy,140,2.646422843113354
East,Silt,Cotton,750.389578963718,30.234960092817765,False,False,Rainy,107,4.763769693170252
West,Sandy,Maize,329.9679155027235,25.643280207029257,False,True,Sunny,93,4.034490688239672
West,Loam,Soybean,590.8488397337085,38.64106178498864,True,True,Cloudy,79,6.850999147328076
South,Chalky,Rice,177.06628876975947,34.80398915179271,False,False,Cloudy,132,2.186308789683899
East,Loam,Wheat,336.9999147442169,22.7408582800799,True,False,Rainy,132,4.266958000650818
North,Sandy,Rice,538.2870267415178,24.257032639061634,False,True,Sunny,116,3.809716689714705
West,Sandy,Cotton,528.936749780667,18.145490950498303,True,True,Sunny,90,6.286532807407175
North,Peaty,Soybean,968.248782235006,31.54948585511127,True,True,Cloudy,95,8.281188177256928
East,Clay,Cotton,675.4834962024246,32.33156330789891,False,False,Rainy,122,3.777120713353263
North,Clay,Barley,469.6658501795157,38.32785545612892,False,False,Sunny,100,3.3324149462144983
East,Loam,Wheat,907.206000099563,18.00187309021111,True,True,Sunny,69,7.929035015163381
North,Peaty,Wheat,247.68880874254384,30.403720795012877,True,True,Sunny,110,4.667027861145689
South,Loam,Rice,893.011643416901,22.77566763318789,False,True,Rainy,85,5.650842961605042
South,Loam,Cotton,690.689521926983,29.54924080747843,False,True,Sunny,110,6.208677606300475
East,Peaty,Barley,912.4978871598704,37.59459869038052,True,True,Cloudy,97,8.380514369416819
East,Chalky,Maize,631.8446310511562,16.994651862062216,False,False,Rainy,76,3.732867000757272
South,Clay,Rice,899.2280695808217,29.223269961529056,True,True,Rainy,146,7.044217380572305
West,Chalky,Rice,431.6891134003113,17.348854096769966,True,False,Sunny,60,4.451362566811424
East,Sandy,Wheat,975.2396783658472,17.905983261973226,True,True,Cloudy,118,8.561848701794975
North,Loam,Maize,724.9017713304115,16.057963771087607,True,False,Rainy,124,5.2999550680208
North,Loam,Barley,556.5095888780158,15.869461627556456,True,False,Rainy,126,4.511887036013521
South,Clay,Barley,259.37864933718515,34.746751413103354,True,True,Cloudy,142,4.544205756858116
South,Silt,Rice,122.57051117320364,24.563043270493523,True,True,Cloudy,101,4.117026188472859
South,Loam,Barley,341.0786658375639,38.86167786362616,True,True,Rainy,95,4.637833485823797
West,Sandy,Rice,843.128060651615,36.18655386245112,True,False,Cloudy,100,5.988681934178605
South,Sandy,Rice,299.7873779000862,39.02766790994934,True,True,Sunny,127,4.440755528114832
East,Clay,Maize,426.1405490265122,39.05164757233407,False,True,Sunny,115,4.379973087293478
West,Loam,Cotton,885.8643574712819,15.51622401459499,True,False,Sunny,96,6.1544934678328085
East,Clay,Cotton,390.0443557557152,31.190991421056243,False,True,Rainy,106,4.591910313534995
West,Chalky,Cotton,391.2683813769678,30.580806355581373,False,False,Rainy,129,2.2369105144805745
South,Clay,Cotton,783.8677564767851,37.70073443798721,True,False,Rainy,130,5.438263770635952
East,Chalky,Cotton,965.522766330413,23.69850600235766,False,False,Cloudy,123,5.070231188444628
East,Clay,Barley,346.3189637542167,28.251794011737687,False,True,Rainy,102,3.3113720071459176
North,Peaty,Soybean,967.926670939821,35.56595386546966,True,True,Cloudy,93,8.138988556340127
West,Clay,Wheat,292.0328821439442,28.858913604662494,True,False,Rainy,147,3.5937986414243057
East,Silt,Soybean,967.2904987813012,21.981869922394,False,True,Rainy,84,5.915346203307824
South,Loam,Soybean,100.58233630190772,23.39892211198306,False,True,Rainy,100,1.064702053028039
East,Peaty,Barley,190.6974724858668,21.80845514845028,False,False,Rainy,123,0.7291290878607651
North,Loam,Barley,403.1442091515386,23.757938501208866,False,False,Cloudy,117,2.7540562067587704
